,C,O,c,1,c,(,C,N,C,(,C,N,c,2,c,c,(,[,N,+,],(,[,O,-,],),=,O,),c,c,(,F,),c,2,),=,O,),c,(,O,C,),c,c,(,O,C,),c,1
O,0.007309361,0.003705382,0.0005976651,7.090004e-05,0.017993972,6.8430985e-05,0.004913746,0.0037089714,0.0005586062,0.008218662,0.0021855594,0.011732702,0.006524771,0.00020157083,0.064975284,0.0012215633,0.00047150647,0.09525717,0.0071137394,0.02007297,0.05874884,0.0016695836,0.028410478,0.003973068,0.0027115333,0.028290149,0.00181841,0.01922897,0.045988303,0.0023990208,0.028392311,0.0062176823,0.0012862879,0.08645396,0.17324355,0.027170403,0.0032368824,0.09717697,0.014201628,0.021322504,0.0007379816,0.0104227895,6.058846e-05,0.0045131915,0.00083057786,0.005367234,0.006380193,0.0006451777,0.0001946963,0.007291717,0.0013785459,0.0066652526,0.0055544367,0.0004638329
),0.010660745,0.0044664745,0.0030009078,0.00062104146,0.018474167,0.0006615956,0.0067056646,0.0031412458,0.0016779684,0.006359452,0.0028962889,0.0059688133,0.009517514,0.0013580661,0.055560917,0.0045068953,0.0021708831,0.05060117,0.015919859,0.03151785,0.10234403,0.003944067,0.042796306,0.014812076,0.007308689,0.050406042,0.0043431316,0.024284255,0.03684489,0.0066058454,0.029300364,0.014465533,0.003627711,0.039420754,0.11876993,0.02571875,0.008096886,0.09571701,0.017363168,0.01172786,0.00148007,0.011878475,0.00055730616,0.0070327944,0.003277961,0.0052156337,0.007859867,0.0014569103,0.00044779998,0.0057114265,0.002667943,0.003857828,0.0072888373,0.0013590961
[,0.022634352,0.010214797,0.0029924682,0.0015014618,0.02667535,0.003940983,0.031962167,0.004765267,0.0036034053,0.0013582078,0.006241961,0.002140489,0.015726844,0.00037448638,0.016303709,0.000624467,0.00020070854,0.0068844142,0.0018531379,0.0019534433,0.004538444,0.00083495997,0.004446413,0.0035682423,0.0002978495,0.012886469,0.0009409443,0.056402218,0.0013783234,0.00025432417,0.07537251,0.0008804775,0.00019826707,0.004246712,0.004525103,0.084807806,0.000853699,0.012935536,0.08945542,0.0010870922,0.00025121085,0.07838198,0.0010600385,0.009524583,0.0024016984,0.007545504,0.12401686,0.0013691508,0.0004982506,0.005256966,0.0019251803,0.0063303714,0.13187882,0.0030265034
O,0.01997106,0.0022939965,0.0025109025,0.00023274067,0.009573159,0.0005252495,0.018658768,0.004564063,0.0035386002,0.0037720122,0.019763166,0.009743535,0.026472114,0.00020880252,0.012775755,0.00019435494,0.00010764975,0.025345204,0.0024972833,0.0054382975,0.020267889,0.0010616212,0.013040717,0.0028723306,0.0009580984,0.021095285,0.0008976568,0.057107612,0.005770721,0.00084032986,0.07830787,0.0012077916,0.00042270139,0.034077052,0.09909385,0.114796296,0.00047920295,0.009735218,0.09449888,0.0096212495,0.0007722604,0.05360219,0.00022315973,0.008956829,0.0024194429,0.0020682178,0.064742394,0.00033862097,0.0001441002,0.006723859,0.0016252017,0.0018422252,0.05443298,0.00042833
-,0.015184923,0.0049722097,0.0044164504,0.000946564,0.019449629,0.00088687084,0.008882997,0.0039255554,0.0027008725,0.005294692,0.0028657562,0.0050295303,0.009179887,0.0013451431,0.04234076,0.004225431,0.0020215516,0.04020403,0.013811613,0.024765791,0.06149438,0.0046809744,0.03595188,0.015931083,0.008223777,0.05578984,0.005655949,0.035954636,0.04368881,0.008444405,0.043078963,0.0151865,0.003612537,0.032778095,0.080179796,0.036046308,0.0082882475,0.08673524,0.02642132,0.013294186,0.0020552727,0.01956171,0.00094462646,0.009728223,0.0052129957,0.0065904586,0.01461009,0.004229281,0.0011987181,0.010713777,0.004933096,0.0057884,0.014154856,0.0039515756
],0.027795088,0.0071020504,0.015882364,0.0012758309,0.015987953,0.0012361144,0.15041424,0.016357437,0.002122666,0.0007228202,0.0040010056,0.00028166934,0.00086397165,2.0039619e-05,0.001280199,2.2000717e-05,1.3129449e-05,0.011182736,0.000480033,0.0006966521,0.0021982524,0.00018301437,0.004361654,0.00052997866,0.00018095794,0.0029678508,0.00016285018,0.021132264,0.0028546837,0.00021365036,0.024817776,0.0001514207,4.1424053e-05,0.0056659062,0.0069385143,0.035686024,4.225735e-05,0.0017424476,0.03812359,0.0040042866,0.00015619252,0.036070623,0.0011208451,0.11356876,0.013860159,0.0066061504,0.07719818,0.0056945505,0.0013642011,0.09141483,0.008999122,0.006128987,0.08620779,0.008930274
),0.021248901,0.0056794593,0.007101867,0.00090659875,0.03887075,0.00063687464,0.09093458,0.0042099776,0.0016125481,0.00028225398,0.00096732733,9.162039e-05,0.00060982094,2.2016065e-05,0.0038727515,9.995122e-05,2.5632611e-05,0.006602849,0.0004946263,0.00072459795,0.002528349,0.0002177838,0.0050159497,0.0013754,0.00023327688,0.008349155,0.0003160947,0.03457634,0.0047898805,0.00025904243,0.038239833,0.00030484653,6.227795e-05,0.005212443,0.0065884576,0.045857802,0.00034423653,0.014134778,0.045179952,0.002728291,0.00015205957,0.052499343,0.00094922516,0.104289964,0.006963439,0.0059645455,0.08542009,0.010442406,0.0016397418,0.07363907,0.00606404,0.0059311613,0.105135955,0.015866296
c,0.03535723,0.0038645628,0.013780825,0.005214167,0.0028273968,0.0054661897,0.0623004,0.01566415,0.0056270203,0.0012512453,0.020214062,0.0014362866,0.0038147897,0.00019226898,0.00054805644,0.00015143426,0.00023946672,0.030391714,0.0020210173,0.003907895,0.0076167057,0.0004990056,0.014079942,0.0011362846,0.0011984259,0.010826069,0.0003700796,0.036712877,0.0056202295,0.0008798054,0.04168218,0.003505324,0.0015764544,0.014431636,0.030536333,0.05594274,0.00033344352,0.0005919995,0.056760952,0.006747228,0.00043989703,0.049129996,0.0052824593,0.028374374,0.0133571895,0.0040506567,0.10153021,0.02455796,0.007967506,0.035469364,0.006451185,0.0032216932,0.07639959,0.029289326
2,0.0005397962,5.879387e-05,0.0029189049,0.024192113,6.176187e-05,0.008144891,0.0001767524,0.00010744276,0.002763577,1.4343361e-05,0.00013109673,2.357518e-05,0.00012720858,0.0017281041,1.0316899e-05,0.0016618514,0.005515767,5.125271e-05,0.00029330736,0.00014929088,1.7772463e-05,0.0008033632,7.1350194e-05,0.00023224771,0.002964631,0.00013651159,0.0010712941,0.00030214153,0.00014635475,0.004420701,0.00022124645,0.010274155,0.011345787,3.1368483e-05,9.937791e-06,0.00015848674,0.0034724793,2.6572625e-05,0.0002821016,0.0001415213,0.0042132083,0.00040104587,0.03993005,0.00020325072,0.0026738623,7.4474396e-05,0.00056083105,0.34866455,0.14625563,0.0005148394,0.0015165242,7.396293e-05,0.00044486535,0.36893776
),0.024037814,0.0037258281,0.0075853625,0.0012519412,0.01593385,0.0009857902,0.012218063,0.0033024482,0.0033186493,0.0021794185,0.0023422332,0.0021169467,0.0065185428,0.0006859411,0.019398954,0.0022756006,0.0011897093,0.033851396,0.009933512,0.016338889,0.03855973,0.0035909908,0.029519612,0.012740883,0.009193349,0.055725925,0.0044909557,0.053483717,0.045862205,0.010290873,0.062213615,0.014959255,0.0029185857,0.023938969,0.050802976,0.052281395,0.0052091875,0.048691727,0.042111807,0.013159475,0.002255728,0.032445785,0.0013397633,0.013099508,0.008492959,0.005075144,0.0292044,0.010488588,0.0022006305,0.01693565,0.0070877783,0.004582982,0.027825305,0.010348892
c,0.025663646,0.0018811492,0.008903407,0.001890012,0.009183647,0.0009230413,0.09589658,0.002434811,0.00088026124,2.5259103e-05,0.0005534056,1.2278354e-05,0.00010316723,4.5448287e-06,0.00021795704,9.2646615e-06,1.0046976e-05,0.0054319263,0.00025049096,0.00019540524,0.00017454263,0.000119235025,0.0014672639,0.00024378646,0.00017469101,0.0009594263,0.00012870642,0.020090101,0.0014858383,0.00022117676,0.02139922,0.00020138055,5.6734163e-05,0.0021138755,0.00035828826,0.026521878,3.156235e-05,0.00049281924,0.028652374,0.001083077,0.00015234447,0.040260717,0.0021449127,0.09137484,0.009363774,0.0023525425,0.11432769,0.04397606,0.008181354,0.12853049,0.006925376,0.0026646962,0.11024827,0.052928876
(,0.026674047,0.0011329437,0.008755854,0.0008277295,0.008480205,0.00045350238,0.096125275,0.0030226067,0.0013671684,4.4476114e-05,0.0009501743,2.4472934e-05,0.00024391722,5.2158484e-06,0.0003449401,5.7291004e-06,7.399894e-06,0.008046168,0.00023804032,0.00024869342,0.00024070997,0.00010061097,0.0017034118,0.00017505196,0.00015598201,0.00093499635,9.468635e-05,0.023012834,0.0014597537,0.00024153413,0.02777758,0.00013276607,4.670231e-05,0.0040523633,0.001248961,0.032594737,1.4157556e-05,0.0004801382,0.03427833,0.0015595478,0.00018388551,0.03851434,0.001017064,0.09015833,0.0106607145,0.0015634734,0.110948846,0.020173285,0.0046340325,0.17542574,0.008027061,0.001927565,0.098838635,0.021163343
O,0.029839026,0.0014699057,0.009904039,0.0009435749,0.012289161,0.00047784336,0.046062082,0.0026406683,0.0022046622,0.00017544832,0.0011252641,9.291139e-05,0.0010588167,3.789857e-05,0.0020737348,9.0051304e-05,8.445544e-05,0.024609715,0.0014209418,0.002399304,0.0058578146,0.00036265593,0.010469173,0.0012671651,0.0011424205,0.010606363,0.000397571,0.048959833,0.01044004,0.001399538,0.057775337,0.0016904875,0.00049150735,0.016960545,0.023170114,0.057751227,0.0002790882,0.0058358065,0.049454596,0.004809724,0.0004102814,0.047813337,0.001272627,0.05822344,0.013174026,0.002348752,0.08161688,0.026688501,0.0045851944,0.10352578,0.009057513,0.0023336275,0.06814182,0.024024695
C,0.03431358,0.001094347,0.009438815,0.0029338184,0.0033636617,0.002341079,0.05171394,0.0059754606,0.00544335,0.0003488956,0.009510665,0.00046359556,0.0035712193,0.00017417916,0.0007459311,0.00011394106,0.0002541305,0.031826932,0.0018499497,0.0026668888,0.003922973,0.0005048373,0.009178974,0.000731076,0.0011146434,0.0060558096,0.00038414547,0.042528734,0.0036867314,0.0012014472,0.053493988,0.0031668374,0.0017303759,0.01671703,0.02385971,0.056174755,0.00021175528,0.0006424294,0.057707746,0.0038321456,0.00056459673,0.04932316,0.0036858025,0.028348342,0.012848876,0.0016416027,0.109377265,0.041721076,0.013530132,0.068474665,0.008000788,0.0016693253,0.07170139,0.03716467
),0.0005554144,2.798155e-05,0.0018040199,0.01154118,9.829753e-05,0.0035323454,0.00029428184,7.078661e-05,0.0021221286,4.41588e-06,7.609142e-05,6.509689e-06,8.972859e-05,0.0007750761,1.3165703e-05,0.0006171489,0.002366428,5.6022298e-05,0.0001670881,6.7870234e-05,7.8783305e-06,0.00043218772,4.220143e-05,9.4966534e-05,0.0010115455,6.0353002e-05,0.00056107604,0.00034178921,6.235308e-05,0.0019883527,0.00029051583,0.0035469928,0.004582137,3.422886e-05,7.942045e-06,0.0001799759,0.0010020096,2.3690587e-05,0.00032056725,5.979277e-05,0.001990172,0.0004716005,0.022759845,0.00035556592,0.002426994,4.9685998e-05,0.0008490149,0.4030051,0.17382744,0.0014101105,0.0017985528,6.006498e-05,0.00060636614,0.35063043
c,0.025163878,0.002768408,0.0067872233,0.0012641845,0.017756186,0.0009525998,0.015922995,0.0028792156,0.0030618994,0.0012949636,0.002127383,0.0012232821,0.0057236496,0.000568902,0.018480778,0.0016759522,0.0010731564,0.04094854,0.009395174,0.013737113,0.031898912,0.00310207,0.027339231,0.009304279,0.0062909364,0.0412185,0.0036702123,0.057493202,0.033061963,0.0074738176,0.07031035,0.013721316,0.0028961739,0.02712927,0.04713281,0.05696813,0.0038542289,0.04194051,0.045825146,0.009464971,0.0015739003,0.035812225,0.0015191083,0.017827976,0.009112594,0.004519181,0.03634251,0.015267616,0.003011024,0.02531699,0.0074315458,0.00396241,0.031190978,0.013123318
1,0.022922399,0.000771729,0.005892941,0.0017827388,0.009506934,0.0010198287,0.13012253,0.002350592,0.0008568317,1.666507e-05,0.00061624614,7.778211e-06,7.528834e-05,4.7663784e-06,0.00020818449,6.3104826e-06,9.485198e-06,0.0063209967,0.0002079108,0.00014620449,9.288445e-05,9.409261e-05,0.0011910931,0.00012950832,0.00010104136,0.0004785725,8.752115e-05,0.017811235,0.00063497556,0.00014615605,0.019793442,0.00012489002,4.7938654e-05,0.0020218818,0.00024405093,0.022377014,1.8053519e-05,0.00033859484,0.025663763,0.0005586802,0.000119112556,0.03573063,0.002293195,0.113271095,0.0076024486,0.0012364697,0.10476543,0.04435519,0.009767142,0.1696036,0.0052783126,0.001319079,0.08409505,0.043856602
